  ID  |              Name              |  Lvl |     XP     |    Gold    |
 1979 |           ZardMaster           |  30  |    112     |     57     |
 1980 |           ZardMaster           |  10  |     61     |     30     |
 1981 |       Brain Spider Nymph       |  8   |     16     |     17     |
 1982 |          Bruised Lee           |  60  |    321     |    148     |
 1983 |          Zombie Zard           |  11  |     44     |     9      |
 1984 |          Zombie Zard           |  22  |     59     |     12     |
 1985 |          Zombie Zard           |  45  |    177     |     35     |
 1986 |          Zombie Zard           |  64  |    638     |    128     |
 1987 |          Zombie Zard           |  75  |    1473    |    294     |
 1988 |          Troll Guard           |  10  |     16     |     18     |
 1989 |           SmartZard            |  12  |     35     |     41     |
 1990 |           SmartZard            |  25  |     61     |     57     |
 1991 |           SmartZard            |  50  |    294     |    184     |
 1992 |           SmartZard            |  75  |    2144    |    1011    |
 1993 |           SmartZard            |  90  |    8859    |    2769    |
 1994 |           SmartZard            | 105  |   28040    |   10510    |
 1995 |           Elfephant            |  60  |    336     |    143     |
 1996 |           Elfephant            |  68  |    609     |    256     |
 1997 |           Elfephant            |  40  |     91     |     40     |
 1998 |           Elfephant            |  75  |    1011    |    448     |
 1999 |          Bruised Lee           |  68  |    621     |    252     |
 2000 |          Bruised Lee           |  48  |    133     |     69     |
 2001 |          Bruised Lee           |  40  |     82     |     43     |
 2002 |          Bruised Lee           |  85  |    2925    |    759     |
 2003 |            Kung Foe            |  68  |    627     |    250     |
 2004 |            Kung Foe            |  48  |    136     |     68     |
 2005 |            Kung Foe            |  40  |     88     |     41     |
 2006 |            Kung Foe            |  75  |    1011    |    448     |
 2007 |           Kara Tika            |  68  |    552     |    275     |
 2008 |           Kara Tika            |  48  |    112     |     76     |
 2009 |           Kara Tika            |  40  |     67     |     48     |
 2010 |           Kara Tika            |  75  |    1011    |    448     |
 2011 |          Drakel Ninja          |  33  |     49     |     33     |
 2012 |         Drakel Bouncer         |  35  |    134     |     74     |
 2013 |         Drakel Bouncer         |  65  |    1073    |    448     |
 2014 |         Drakel Bouncer         |  85  |    6104    |    1779    |
 2015 |         Drakel Bouncer         | 105  |   32320    |    9088    |
 2016 |        Red Ebil Scythe         |  5   |     19     |     15     |
 2017 |      Crimson Ebil Scythe       |  25  |     31     |     25     |
 2018 |       Bloody Ebil Scythe       |  50  |    134     |     84     |
 2019 |      Demonic Ebil Scythe       |  70  |    642     |    320     |
 2020 |      Infernal Ebil Scythe      |  90  |    3673    |    1377    |
 2021 |        Blue Ebil Scythe        |  5   |     19     |     15     |
 2022 |       Pallid Ebil Scythe       |  25  |     31     |     25     |
 2023 |      Ghastly Ebil Scythe       |  50  |    134     |     84     |
 2024 |      Ghoulish Ebil Scythe      |  70  |    642     |    320     |
 2025 |     Calvarian Ebil Scythe      |  90  |    3673    |    1377    |
 2026 |        Dark Ebil Scythe        |  5   |     19     |     15     |
 2027 |      Obsidian Ebil Scythe      |  25  |     31     |     25     |
 2028 |      Necrotic Ebil Scythe      |  50  |    134     |     84     |
 2029 |      Abyssal Ebil Scythe       |  70  |    642     |    320     |
 2030 |      Stygian Ebil Scythe       |  90  |    3673    |    1377    |
 2031 |       Golden Ebil Scythe       |  5   |     13     |     17     |
 2032 |       Auric Ebil Scythe        |  25  |     25     |     27     |
 2033 |       Greedy Ebil Scythe       |  50  |    119     |     89     |
 2034 |      Covetous Ebil Scythe      |  70  |    564     |    346     |
 2035 |      Phrygian Ebil Scythe      |  90  |    3337    |    1489    |
 2036 |         Flee Hatchling         |  10  |     34     |     12     |
 2037 |              Myte              |  15  |     21     |     19     |
 2038 |           Wild Bingo           |  20  |     50     |     48     |
 2039 |      Commander Auricarius      |  15  |     46     |     41     |
 2040 |      Commander Auricarius      |  50  |    294     |    184     |
 2041 |      Commander Auricarius      |  75  |    2072    |    1036    |
 2042 |      Commander Auricarius      |  90  |    8080    |    3029    |
 2044 |            Galanoth            |  10  |     28     |     41     |
 2045 |            Galanoth            |  30  |     79     |     68     |
 2046 |          Agent Smith           |  20  |     50     |     48     |
 2047 |          Agent Smith           |  35  |     94     |     87     |
 2048 |          Agent Smith           |  50  |    281     |    189     |
 2049 |          Agent Smith           |  65  |    928     |    497     |
 2050 |          Agent Smith           |  85  |    5187    |    2085    |
 2051 |          Agent Smith           | 100  |   17520    |    7224    |
 2052 |          The Huntress          |  10  |     45     |     51     |
 2053 |             Ninja              |  40  |     76     |     45     |
 2054 |             Ninja              |  48  |    118     |     74     |
 2055 |         Zard Gladiator         |  75  |    1185    |    390     |
 2056 |             Ninja              |  68  |    690     |    229     |
 2057 |             Ninja              |  75  |    1413    |    314     |
 2058 |          Drakel Ninja          |  40  |     73     |     46     |
 2062 |          Drakel Ninja          |  75  |    861     |    498     |
 2064 |            Frogzard            |  40  |     91     |     20     |
 2067 |            Frogzard            |  20  |     38     |     8      |
 2070 |       Ryuusei Cartwright       |  25  |     98     |     91     |
 2071 |       Ryuusei Cartwright       |  40  |    247     |    166     |
 2072 |       Ryuusei Cartwright       |  55  |    643     |    420     |
 2073 |       Ryuusei Cartwright       |  70  |    2183    |    1158    |
 2074 |       Ryuusei Cartwright       |  90  |   12560    |    5003    |
 2075 |       Ryuusei Cartwright       | 105  |   43680    |   17340    |
 2076 |         Soul Banisher          | 130  |     1      |     0      |
 2077 |        Mighty Mandrake         |  60  |    306     |    153     |
 2078 |       Brawny Bellflower        |  8   |     19     |     16     |
 2079 |           Young Flee           |  30  |     66     |     21     |
 2080 |              Flee              |  50  |    194     |     64     |
 2081 |           Adult Flee           |  70  |    801     |    267     |
 2082 |           Elder Flee           |  90  |    3901    |    1301    |
 2083 |              Myte              |  35  |     43     |     40     |
 2084 |              Myte              |  55  |    206     |    111     |
 2086 |              Myte              |  75  |    897     |    486     |
 2087 |              Myte              |  95  |    5006    |    2253    |
 2088 |          Wild Plinko           |  40  |    153     |    103     |
 2089 |           Wild Keno            |  60  |    653     |    343     |
 2090 |         Wild Pachinko          |  80  |    3489    |    1394    |
 2091 |           Wild Lotto           | 100  |   17600    |    7198    |
 2092 |           The'Galin            | 200  |     0      |     0      |
 2093 |             Sawbot             |  40  |     85     |     42     |
 2094 |             Sawbot             |  55  |    188     |    117     |
 2095 |             Sawbot             |  70  |    642     |    320     |
 2096 |            Limkragg            |  20  |     48     |     68     |
 2097 |            Limkragg            |  40  |    208     |    131     |
 2098 |            Limkragg            |  60  |    957     |    407     |
 2099 |            Limkragg            |  80  |    4229    |    1903    |
 2100 |            Limkragg            | 100  |   21960    |    9604    |
 2101 |     Flesh Devouring Beast      |  60  |    560     |    373     |
 2102 |     Flesh Devouring Beast      |  10  |     35     |     39     |
 2103 |        Invincible Hogg         |  15  |     46     |     41     |
 2104 |        Invincible Hogg         |  35  |    101     |     85     |
 2105 |        Invincible Hogg         |  60  |    706     |    325     |
